SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
174RR011405;1345;174;RR;11.41;28.74;17.33;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\119_174RR011405
174RR030739;1261;174;RR;30.74;42.28;11.54;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\35_174RR030739
174RR042283;1262;174;RR;42.28;66.72;24.44;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\36_174RR042283
174RR066716;1263;174;RR;66.72;73.29;6.57;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\37_174RR066716
174RR073290;1264;174;RR;73.29;75.67;2.38;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\38_174RR073290
174RR075667;1265;174;RR;75.67;88.78;13.11;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\39_174RR075667
174RR088776;1266;174;RR;88.78;100.95;12.17;1;\Videos\Recebidos\2020\Lote1\1103\05_09_2020\40_174RR088776
174RR100952;1267;174;RR;100.95;103.08;2.13;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\41_174RR100952
174RR103077;1268;174;RR;103.08;108.86;5.78;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\42_174RR103077
174RR108859;1269;174;RR;108.86;118.26;9.40;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\43_174RR108859
174RR118258;1270;174;RR;118.26;121.34;3.08;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\44_174RR118258
174RR121344;1271;174;RR;121.34;123.44;2.10;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\45_174RR121344
174RR123437;1272;174;RR;123.44;137.94;14.50;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\46_174RR123437
174RR137942;1273;174;RR;137.94;143.88;5.94;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\47_174RR137942
174RR143877;1274;174;RR;143.88;151.62;7.74;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\48_174RR143877
174RR151623;1275;174;RR;151.62;153.48;1.86;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\49_174RR151623
174RR153477;1276;174;RR;153.48;158.24;4.76;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\50_174RR153477
174RR158236;1277;174;RR;158.24;163.52;5.28;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\51_174RR158236
174RR163521;1278;174;RR;163.52;171.35;7.83;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\52_174RR163521
174RR171349;1279;174;RR;171.35;177.63;6.28;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\53_174RR171349
174RR177626;1280;174;RR;177.63;178.41;0.78;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\54_174RR177626
174RR178406;1281;174;RR;178.41;182.78;4.37;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\55_174RR178406
174RR182779;1282;174;RR;182.78;194.48;11.70;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\56_174RR182779
174RR194481;1283;174;RR;194.48;208.36;13.88;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\57_174RR194481
174RR208359;1284;174;RR;208.36;211.91;3.55;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\58_174RR208359
174RR211909;1285;174;RR;211.91;213.74;1.83;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\59_174RR211909
174RR213743;1286;174;RR;213.74;225.19;11.45;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\60_174RR213743
174RR225192;1287;174;RR;225.19;229.91;4.72;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\61_174RR225192
174RR229905;1288;174;RR;229.91;233.44;3.53;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\62_174RR229905
174RR233436;1289;174;RR;233.44;234.29;0.85;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\63_174RR233436
174RR234293;1290;174;RR;234.29;245.79;11.50;1;\Videos\Recebidos\2020\Lote1\1103\06_09_2020\64_174RR234293
174RR245787;1291;174;RR;245.79;261.33;15.54;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\65_174RR245787
174RR261333;1292;174;RR;261.33;262.94;1.61;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\66_174RR261333
174RR262940;1293;174;RR;262.94;265.58;2.64;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\67_174RR262940
174RR265577;1294;174;RR;265.58;269.11;3.53;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\68_174RR265577
174RR269111;1295;174;RR;269.11;281.83;12.72;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\69_174RR269111
174RR281831;1296;174;RR;281.83;288.78;6.95;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\70_174RR281831
174RR288776;1297;174;RR;288.78;296.17;7.39;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\71_174RR288776
174RR296166;1298;174;RR;296.17;304.83;8.66;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\72_174RR296166
174RR304830;1299;174;RR;304.83;305.93;1.10;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\73_174RR304830
174RR305933;1300;174;RR;305.93;309.49;3.56;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\74_174RR305933
174RR309489;1301;174;RR;309.49;329.44;19.95;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\75_174RR309489
174RR329442;1302;174;RR;329.44;355.63;26.19;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\76_174RR329442
174RR355633;1303;174;RR;355.63;367.19;11.56;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\77_174RR355633
174RR367189;1304;174;RR;367.19;377.29;10.10;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\78_174RR367189
174RR377288;1305;174;RR;377.29;391.11;13.82;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\79_174RR377288
174RR391111;1306;174;RR;391.11;410.33;19.22;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\80_174RR391111
174RR410329;1307;174;RR;410.33;430.71;20.38;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\81_174RR410329
174RR430705;1308;174;RR;430.71;431.47;0.76;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\82_174RR430705
174RR431469;1309;174;RR;431.47;448.19;16.72;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\83_174RR431469
174RR448186;1310;174;RR;448.19;449.39;1.20;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\84_174RR448186
174RR449391;1311;174;RR;449.39;451.97;2.58;1;\Videos\Recebidos\2020\Lote1\1103\08_09_2020\85_174RR449391
174RR451971;1312;174;RR;451.97;485.68;33.71;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\86_174RR451971
174RR485684;1313;174;RR;485.68;493.12;7.44;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\87_174RR485684
174RR493123;1314;174;RR;493.12;493.54;0.42;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\88_174RR493123
174RR493538;1315;174;RR;493.54;499.88;6.34;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\89_174RR493538
174RR499879;1316;174;RR;499.88;493.54;6.34;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\90_174RR499879
174RR499883;1317;174;RR;499.88;502.74;2.86;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\91_174RR499883
174RR502737;1319;174;RR;502.74;508.16;5.42;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\93_174RR502737
174RR502767;1318;174;RR;502.77;499.88;2.89;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\92_174RR502767
174RR507540;1320;174;RR;507.54;502.77;4.77;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\94_174RR507540
174RR508157;1321;174;RR;508.16;509.78;1.62;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\95_174RR508157
174RR509169;1322;174;RR;509.17;507.54;1.63;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\96_174RR509169
174RR509780;1323;174;RR;509.78;512.12;2.34;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\97_174RR509780
174RR512115;1324;174;RR;512.12;524.14;12.02;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\98_174RR512115
174RR524139;1325;174;RR;524.14;531.42;7.28;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\99_174RR524139
174RR531415;1326;174;RR;531.42;541.24;9.82;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\100_174RR531415
174RR541241;1327;174;RR;541.24;544.19;2.95;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\101_174RR541241
174RR544190;1328;174;RR;544.19;553.89;9.70;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\102_174RR544190
174RR553891;1329;174;RR;553.89;562.08;8.19;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\103_174RR553891
174RR562083;1330;174;RR;562.08;583.01;20.93;1;\Videos\Recebidos\2020\Lote1\1103\09_09_2020\104_174RR562083
174RR583005;1331;174;RR;583.01;604.76;21.75;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\105_174RR583005
174RR604761;1332;174;RR;604.76;610.14;5.38;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\106_174RR604761
174RR610144;1333;174;RR;610.14;615.24;5.10;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\107_174RR610144
174RR615244;1334;174;RR;615.24;617.64;2.40;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\108_174RR615244
174RR617637;1335;174;RR;617.64;629.45;11.81;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\109_174RR617637
174RR629454;1336;174;RR;629.45;647.80;18.35;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\110_174RR629454
174RR647795;1337;174;RR;647.80;659.66;11.86;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\111_174RR647795
174RR659658;1338;174;RR;659.66;669.98;10.32;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\112_174RR659658
174RR669980;1339;174;RR;669.98;672.35;2.37;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\113_174RR669980
174RR672351;1340;174;RR;672.35;676.44;4.09;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\114_174RR672351
174RR676438;1341;174;RR;676.44;701.65;25.21;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\115_174RR676438
174RR701645;1342;174;RR;701.65;710.54;8.89;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\116_174RR701645
174RR710537;1343;174;RR;710.54;715.98;5.44;1;\Videos\Recebidos\2020\Lote1\1103\10_09_2020\117_174RR710537
210AP000000;726;210;AP;0.00;8.61;8.61;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\137_210AP000000
210AP008608;728;210;AP;8.61;21.11;12.50;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\139_210AP008608
210AP008677;727;210;AP;8.68;0.00;8.68;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\138_210AP008677
210AP100810;729;210;AP;100.81;106.29;5.48;1;\Videos\Recebidos\2020\Lote1\1101\16_08_2020\140_210AP100810
210RR083700;1346;210;RR;83.70;87.24;3.54;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\120_210RR083700
210RR087239;1347;210;RR;87.24;92.06;4.82;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\121_210RR087239
210RR092104;1348;210;RR;92.10;112.42;20.32;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\122_210RR092104
210RR112417;1349;210;RR;112.42;113.13;0.71;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\123_210RR112417
210RR113127;1351;210;RR;113.13;128.88;15.75;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\125_210RR113127
210RR113131;1350;210;RR;113.13;112.42;0.71;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\124_210RR113131
210RR128883;1352;210;RR;128.88;130.92;2.04;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\126_210RR128883
210RR130922;1354;210;RR;130.92;131.13;0.21;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\128_210RR130922
210RR130928;1353;210;RR;130.93;128.89;2.04;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\127_210RR130928
210RR131207;1355;210;RR;131.21;134.95;3.74;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\129_210RR131207
210RR135040;1356;210;RR;135.04;148.17;13.13;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\130_210RR135040
210RR148169;1357;210;RR;148.17;154.48;6.31;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\131_210RR148169
210RR154475;1358;210;RR;154.48;161.21;6.73;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\132_210RR154475
210RR161359;1359;210;RR;161.36;177.93;16.57;1;\Videos\Recebidos\2020\Lote1\1103\07_09_2020\133_210RR161359
222PA104716;799;222;PA;104.72;18.00;86.72;1;\Videos\Recebidos\2020\Lote1\1101\10_08_2020\210_222PA104716
222PA108303;800;222;PA;104.72;108.30;3.59;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\211_222PA108303
222PA108309;801;222;PA;108.31;104.72;3.59;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\212_222PA108309
222PA147968;802;222;PA;147.97;108.31;39.66;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\213_222PA147968
222PA148341;803;222;PA;147.96;148.34;0.38;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\214_222PA148341
222PA148346;804;222;PA;148.35;147.97;0.38;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\215_222PA148346
222PA173123;805;222;PA;173.12;148.35;24.78;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\216_222PA173123
222PA174535;806;222;PA;173.12;174.54;1.42;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\217_222PA174535
222PA174537;807;222;PA;174.54;173.12;1.41;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\218_222PA174537
222PA202088;808;222;PA;202.09;174.54;27.55;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\219_222PA202088
222PA226943;809;222;PA;226.94;202.09;24.86;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\220_222PA226943
222PA238006;810;222;PA;238.01;226.94;11.06;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\221_222PA238006
222PA238006;792;222;PA;238.01;242.09;4.08;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\203_222PA238006
222PA241054;811;222;PA;241.05;238.01;3.05;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\222_222PA241054
222PA245292;812;222;PA;245.29;241.05;4.24;1;\Videos\Recebidos\2020\Lote1\1101\09_08_2020\223_222PA245292
226TO001702;813;226;TO;1.70;0.00;1.70;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\224_226TO001702
226TO011963;814;226;TO;11.96;1.70;10.26;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\225_226TO011963
226TO039529;815;226;TO;39.53;11.96;27.57;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\226_226TO039529
226TO071499;816;226;TO;71.50;39.53;31.97;1;\Videos\Recebidos\2020\Lote1\1101\06_08_2020\227_226TO071499
230AM610460;1360;230;AM;610.46;613.20;2.74;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\134_230AM610460
230AM613181;1361;230;AM;613.18;610.46;2.72;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\135_230AM613181
230AM613203;1362;230;AM;613.20;619.66;6.46;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\136_230AM613203
230AM619661;1363;230;AM;619.66;624.19;4.53;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\137_230AM619661
230AM624190;1364;230;AM;624.19;631.59;7.40;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\138_230AM624190
230AM631592;1365;230;AM;631.59;642.92;11.33;1;\Videos\Recebidos\2020\Lote1\1103\16_09_2020\139_230AM631592
230PA000000;730;230;PA;0.00;0.90;0.90;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\141_230PA000000
230PA000000;3430;230;PA;0.00;1.30;1.30;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\140_230PA000000
230PA000902;731;230;PA;0.90;12.30;11.40;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\142_230PA000902
230PA001262;3431;230;PA;1.26;0.00;1.26;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\141_230PA001262
230PA001299;3432;230;PA;1.30;9.37;8.07;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\142_230PA001299
230PA012304;732;230;PA;12.30;16.31;4.01;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\143_230PA012304
230PA016872;733;230;PA;16.87;21.45;4.58;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\144_230PA016872
230PA021449;734;230;PA;21.45;25.47;4.03;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\145_230PA021449
230PA025474;735;230;PA;25.47;73.96;48.49;1;\Videos\Recebidos\2020\Lote1\1101\08_08_2020\146_230PA025474
230PA1073357;3429;230;PA;1073.36;1105.65;32.29;1;\Videos\Recebidos\2020\Lote1\1107\29_11_2020\139_230PA1073357
230PA115400;3401;230;PA;115.40;120.93;5.53;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\111_230PA115400
230PA120916;3402;230;PA;120.92;115.40;5.52;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\112_230PA120916
230PA120932;3403;230;PA;120.93;123.70;2.77;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\113_230PA120932
230PA123701;3405;230;PA;123.70;163.87;40.17;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\115_230PA123701
230PA123706;3404;230;PA;123.71;120.92;2.79;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\114_230PA123706
230PA163870;3406;230;PA;163.87;188.14;24.27;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\116_230PA163870
230PA188144;3407;230;PA;188.14;201.47;13.33;1;\Videos\Recebidos\2020\Lote1\1107\17_11_2020\117_230PA188144
230PA201610;3408;230;PA;201.61;202.35;0.74;1;\Videos\Recebidos\2020\Lote1\1107\17_11_2020\118_230PA201610
230PA202629;3409;230;PA;202.63;204.26;1.63;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\119_230PA202629
230PA204481;3410;230;PA;204.48;213.64;9.16;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\120_230PA204481
230PA213777;3411;230;PA;213.78;221.65;7.87;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\121_230PA213777
230PA221811;3412;230;PA;221.81;226.15;4.34;1;\Videos\Recebidos\2020\Lote1\1107\15_11_2020\122_230PA221811
230PA226364;3413;230;PA;226.36;233.57;7.21;1;\Videos\Recebidos\2020\Lote1\1107\16_11_2020\123_230PA226364
230PA390569;3414;230;PA;390.57;391.14;0.57;1;\Videos\Recebidos\2020\Lote1\1107\20_11_2020\124_230PA390569
230PA393135;3415;230;PA;393.14;407.06;13.92;1;\Videos\Recebidos\2020\Lote1\1107\20_11_2020\125_230PA393135
230PA407057;3416;230;PA;407.06;484.66;77.60;1;\Videos\Recebidos\2020\Lote1\1107\20_11_2020\126_230PA407057
230PA484659;3417;230;PA;484.66;548.79;64.13;1;\Videos\Recebidos\2020\Lote1\1107\21_11_2020\127_230PA484659
230PA548786;3418;230;PA;548.79;556.07;7.28;1;\Videos\Recebidos\2020\Lote1\1107\21_11_2020\128_230PA548786
230PA556153;3419;230;PA;556.15;556.47;0.32;1;\Videos\Recebidos\2020\Lote1\1107\21_11_2020\129_230PA556153
230PA557118;3420;230;PA;557.12;566.30;9.18;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\130_230PA557118
230PA566299;3421;230;PA;566.30;566.92;0.62;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\131_230PA566299
230PA566923;3422;230;PA;566.92;617.58;50.66;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\132_230PA566923
230PA617579;3423;230;PA;617.58;617.75;0.17;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\133_230PA617579
230PA617747;3424;230;PA;617.75;617.58;0.17;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\134_230PA617747
230PA627151;3425;230;PA;627.15;664.22;37.07;1;\Videos\Recebidos\2020\Lote1\1107\23_11_2020\135_230PA627151
230PA664219;3426;230;PA;664.22;668.12;3.90;1;\Videos\Recebidos\2020\Lote1\1107\24_11_2020\136_230PA664219
230PA668409;3427;230;PA;668.41;701.92;33.51;1;\Videos\Recebidos\2020\Lote1\1107\24_11_2020\137_230PA668409
230PA702104;3428;230;PA;702.10;708.36;6.26;1;\Videos\Recebidos\2020\Lote1\1107\24_11_2020\138_230PA702104
230TO001700;736;230;TO;1.70;4.43;2.73;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\147_230TO001700
230TO004426;737;230;TO;4.43;21.16;16.73;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\148_230TO004426
230TO021160;738;230;TO;21.16;35.47;14.31;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\149_230TO021160
230TO035466;739;230;TO;35.47;69.59;34.12;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\150_230TO035466
230TO069586;740;230;TO;69.59;83.05;13.47;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\151_230TO069586
230TO083053;741;230;TO;83.05;92.64;9.59;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\152_230TO083053
230TO092640;742;230;TO;92.64;100.31;7.67;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\153_230TO092640
230TO100310;743;230;TO;100.31;101.69;1.38;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\154_230TO100310
230TO101685;744;230;TO;101.69;144.22;42.54;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\155_230TO101685
230TO144221;745;230;TO;144.22;146.90;2.68;1;\Videos\Recebidos\2020\Lote1\1101\07_08_2020\156_230TO144221
235TO000000;753;235;TO;0.00;1.79;1.79;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\164_235TO000000
235TO162600;746;235;TO;162.60;163.59;0.99;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\157_235TO162600
235TO163585;747;235;TO;163.59;164.65;1.06;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\158_235TO163585
235TO164649;748;235;TO;164.65;166.74;2.09;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\159_235TO164649
235TO166736;749;235;TO;166.74;185.96;19.22;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\160_235TO166736
235TO185957;750;235;TO;185.96;186.57;0.61;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\161_235TO185957
235TO186570;752;235;TO;186.57;203.41;16.84;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\163_235TO186570
235TO186573;751;235;TO;186.57;185.96;0.62;1;\Videos\Recebidos\2020\Lote1\1101\04_08_2020\162_235TO186573
242MT292504;3385;242;MT;292.50;244.60;47.90;1;\Videos\Recebidos\2020\Lote1\1107\06_11_2020\95_242MT292504
242MT616077;1581;242;MT;616.08;582.60;33.48;1;\Videos\Recebidos\2020\Lote1\1104\08_10_2020\72_242MT616077
242MT654699;1582;242;MT;654.70;616.08;38.62;1;\Videos\Recebidos\2020\Lote1\1104\08_10_2020\73_242MT654699
242MT683596;1583;242;MT;683.60;654.70;28.90;1;\Videos\Recebidos\2020\Lote1\1104\08_10_2020\74_242MT683596
242MT732187;1584;242;MT;732.19;683.60;48.59;1;\Videos\Recebidos\2020\Lote1\1104\08_10_2020\75_242MT732187
242TO000000;297;242;TO;0.00;2.90;2.90;1;\Videos\Recebidos\2020\Lote1\1100\27_07_2020\86_242TO000000
242TO002905;298;242;TO;2.90;0.00;2.90;1;\Videos\Recebidos\2020\Lote1\1100\27_07_2020\87_242TO002905
242TO012314;337;242;TO;12.30;0.00;12.30;1;\Videos\Recebidos\2020\Lote1\1100\30_07_2020\126_242TO012314
242TO023999;338;242;TO;24.00;12.30;11.70;1;\Videos\Recebidos\2020\Lote1\1100\27_07_2020\127_242TO023999
242TO072567;339;242;TO;72.60;32.40;40.20;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\128_242TO072567
242TO107094;340;242;TO;107.10;72.60;34.50;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\129_242TO107094
242TO127178;341;242;TO;127.20;107.10;20.10;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\130_242TO127178
242TO138142;342;242;TO;138.10;127.18;10.92;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\131_242TO138142
242TO186354;343;242;TO;186.35;138.14;48.21;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\132_242TO186354
242TO222067;344;242;TO;222.10;191.20;30.90;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\133_242TO222067
242TO279191;345;242;TO;279.20;222.10;57.10;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\134_242TO279191
242TO298040;346;242;TO;298.00;279.19;18.81;1;\Videos\Recebidos\2020\Lote1\1100\26_07_2020\135_242TO298040
242TO312307;347;242;TO;312.30;298.00;14.30;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\136_242TO312307
242TO350852;348;242;TO;350.85;312.31;38.54;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\137_242TO350852
242TO381581;349;242;TO;381.60;350.90;30.70;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\138_242TO381581
242TO383378;350;242;TO;383.40;381.60;1.80;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\139_242TO383378
242TO383378;351;242;TO;383.40;386.30;2.90;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\140_242TO383378
242TO386384;352;242;TO;386.40;383.40;3.00;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\141_242TO386384
242TO452515;353;242;TO;452.50;413.80;38.70;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\142_242TO452515
242TO452515;354;242;TO;452.50;456.70;4.20;1;\Videos\Recebidos\2020\Lote1\1100\25_07_2020\143_242TO452515
242TO456669;355;242;TO;456.70;452.50;4.20;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\144_242TO456669
242TO496359;356;242;TO;496.40;483.50;12.90;1;\Videos\Recebidos\2020\Lote1\1100\24_07_2020\145_242TO496359
251DF005870;357;251;DF;5.87;0.00;5.87;1;\Videos\Recebidos\2020\Lote1\1100\21_07_2020\146_251DF005870
251DF006622;358;251;DF;6.62;5.87;0.75;1;\Videos\Recebidos\2020\Lote1\1100\21_07_2020\147_251DF006622
251DF008287;359;251;DF;8.29;6.62;1.67;1;\Videos\Recebidos\2020\Lote1\1100\21_07_2020\148_251DF008287
251DF010934;360;251;DF;10.93;8.29;2.64;1;\Videos\Recebidos\2020\Lote1\1100\21_07_2020\149_251DF010934
